Date,stock_ret,bench_ret,stock_ret_01,stock_ret_02,stock_ret_03,stock_ret_04,stock_ret_05,stock_ret_06,stock_ret_07,stock_ret_08,stock_ret_09,stock_ret_10,const
2016-01-04,,,,,,,,,,,,,1
2016-01-05,0.02375528799219027,0.002012226074739071,,,,,,,,,,,1
2016-01-06,0.01001271455816892,-0.013115396617014987,0.02375528799219027,,,,,,,,,,1
2016-01-07,0.023288749016522597,-0.023700443039098285,0.01001271455816892,0.02375528799219027,,,,,,,,,1
2016-01-08,-0.022912501922189788,-0.01083837463447639,0.023288749016522597,0.01001271455816892,0.02375528799219027,,,,,,,,1
2016-01-11,0.010701920050361911,0.0008532723085775346,-0.022912501922189788,0.023288749016522597,0.01001271455816892,0.02375528799219027,,,,,,,1
2016-01-12,-0.009342883836810966,0.007802798638371756,0.010701920050361911,-0.022912501922189788,0.023288749016522597,0.01001271455816892,0.02375528799219027,,,,,,1
2016-01-13,-0.026721156868908927,-0.024965452602732516,-0.009342883836810966,0.010701920050361911,-0.022912501922189788,0.023288749016522597,0.01001271455816892,0.02375528799219027,,,,,1
2016-01-14,0.018410852713178202,0.016695905641396367,-0.026721156868908927,-0.009342883836810966,0.010701920050361911,-0.022912501922189788,0.023288749016522597,0.01001271455816892,0.02375528799219027,,,,1
2016-01-15,-0.01791944180145898,-0.021599098121784087,0.018410852713178202,-0.026721156868908927,-0.009342883836810966,0.010701920050361911,-0.022912501922189788,0.023288749016522597,0.01001271455816892,0.02375528799219027,,,1
2016-01-19,0.010172775714516441,0.0005318215544080819,-0.01791944180145898,0.018410852713178202,-0.026721156868908927,-0.009342883836810966,0.010701920050361911,-0.022912501922189788,0.023288749016522597,0.01001271455816892,0.02375528799219027,,1
2016-01-20,-0.027493606138107494,-0.01169385515275344,0.010172775714516441,-0.01791944180145898,0.018410852713178202,-0.026721156868908927,-0.009342883836810966,0.010701920050361911,-0.022912501922189788,0.023288749016522597,0.01001271455816892,0.02375528799219027,1
2016-01-21,0.017094017094017123,0.005195438264643329,-0.027493606138107494,0.010172775714516441,-0.01791944180145898,0.018410852713178202,-0.026721156868908927,-0.009342883836810966,0.010701920050361911,-0.022912501922189788,0.023288749016522597,0.01001271455816892,1
2016-01-22,0.013089851325145422,0.020283700930896906,0.017094017094017123,-0.027493606138107494,0.010172775714516441,-0.01791944180145898,0.018410852713178202,-0.026721156868908927,-0.009342883836810966,0.010701920050361911,-0.022912501922189788,0.023288749016522597,1
2016-01-25,0.012123145637262701,-0.015637981868314242,0.013089851325145422,0.017094017094017123,-0.027493606138107494,0.010172775714516441,-0.01791944180145898,0.018410852713178202,-0.026721156868908927,-0.009342883836810966,0.010701920050361911,-0.022912501922189788,1
2016-01-26,0.00866824271079579,0.014144335682203713,0.012123145637262701,0.013089851325145422,0.017094017094017123,-0.027493606138107494,0.010172775714516441,-0.01791944180145898,0.018410852713178202,-0.026721156868908927,-0.009342883836810966,0.010701920050361911,1
2016-01-27,-0.0007812499999997702,-0.010863483946818714,0.00866824271079579,0.012123145637262701,0.013089851325145422,0.017094017094017123,-0.027493606138107494,0.010172775714516441,-0.01791944180145898,0.018410852713178202,-0.026721156868908927,-0.009342883836810966,1
2016-01-28,0.004222048475371223,0.005528577110863419,-0.0007812499999997702,0.00866824271079579,0.012123145637262701,0.013089851325145422,0.017094017094017123,-0.027493606138107494,0.010172775714516441,-0.01791944180145898,0.018410852713178202,-0.026721156868908927,1
2016-01-29,0.0333229523512927,0.024760217481832835,0.004222048475371223,-0.0007812499999997702,0.00866824271079579,0.012123145637262701,0.013089851325145422,0.017094017094017123,-0.027493606138107494,0.010172775714516441,-0.01791944180145898,0.018410852713178202,1
2016-02-01,0.017179023508137124,-0.0004432364060282173,0.0333229523512927,0.004222048475371223,-0.0007812499999997702,0.00866824271079579,0.012123145637262701,0.013089851325145422,0.017094017094017123,-0.027493606138107494,0.010172775714516441,-0.01791944180145898,1
2016-02-02,-0.009481481481481398,-0.01874309104264482,0.017179023508137124,0.0333229523512927,0.004222048475371223,-0.0007812499999997702,0.00866824271079579,0.012123145637262701,0.013089851325145422,0.017094017094017123,-0.027493606138107494,0.010172775714516441,1
2016-02-03,-0.008824409213281398,0.004992038935398218,-0.009481481481481398,0.017179023508137124,0.0333229523512927,0.004222048475371223,-0.0007812499999997702,0.00866824271079579,0.012123145637262701,0.013089851325145422,0.017094017094017123,-0.027493606138107494,1
2016-02-04,0.0022634676324128572,0.0015267326294096282,-0.008824409213281398,-0.009481481481481398,0.017179023508137124,0.0333229523512927,0.004222048475371223,-0.0007812499999997702,0.00866824271079579,0.012123145637262701,0.013089851325145422,0.017094017094017123,1
2016-02-05,0.0087323095453175,-0.018481246133065947,0.0022634676324128572,-0.008824409213281398,-0.009481481481481398,0.017179023508137124,0.0333229523512927,0.004222048475371223,-0.0007812499999997702,0.00866824271079579,0.012123145637262701,0.013089851325145422,1
2016-02-08,-0.0014925373134326166,-0.014153935962584503,0.0087323095453175,0.0022634676324128572,-0.008824409213281398,-0.009481481481481398,0.017179023508137124,0.0333229523512927,0.004222048475371223,-0.0007812499999997702,0.00866824271079579,0.012123145637262701,1
2016-02-09,-0.01629297458893885,-0.0006636201005447463,-0.0014925373134326166,0.0087323095453175,0.0022634676324128572,-0.008824409213281398,-0.009481481481481398,0.017179023508137124,0.0333229523512927,0.004222048475371223,-0.0007812499999997702,0.00866824271079579,1
2016-02-10,-0.00030390518158330133,-0.00018895050095239695,-0.01629297458893885,-0.0014925373134326166,0.0087323095453175,0.0022634676324128572,-0.008824409213281398,-0.009481481481481398,0.017179023508137124,0.0333229523512927,0.004222048475371223,-0.0007812499999997702,1
2016-02-11,-0.007143942848457394,-0.012301161634528346,-0.00030390518158330133,-0.01629297458893885,-0.0014925373134326166,0.0087323095453175,0.0022634676324128572,-0.008824409213281398,-0.009481481481481398,0.017179023508137124,0.0333229523512927,0.004222048475371223,1
2016-02-12,0.013165952235150352,0.01951804943402934,-0.007143942848457394,-0.00030390518158330133,-0.01629297458893885,-0.0014925373134326166,0.0087323095453175,0.0022634676324128572,-0.008824409213281398,-0.009481481481481398,0.017179023508137124,0.0333229523512927,1
2016-02-16,-0.004230885463886416,0.016516654254666408,0.013165952235150352,-0.007143942848457394,-0.00030390518158330133,-0.01629297458893885,-0.0014925373134326166,0.0087323095453175,0.0022634676324128572,-0.008824409213281398,-0.009481481481481398,0.017179023508137124,1
2016-02-17,0.0031866464339907617,0.0164804390873187,-0.004230885463886416,0.013165952235150352,-0.007143942848457394,-0.00030390518158330133,-0.01629297458893885,-0.0014925373134326166,0.0087323095453175,0.0022634676324128572,-0.008824409213281398,-0.009481481481481398,1
2016-02-18,-0.030101346241113106,-0.004665713586089409,0.0031866464339907617,-0.004230885463886416,0.013165952235150352,-0.007143942848457394,-0.00030390518158330133,-0.01629297458893885,-0.0014925373134326166,0.0087323095453175,0.0022634676324128572,-0.008824409213281398,1
2016-02-19,0.00842170929507165,-2.603306922159567e-05,-0.030101346241113106,0.0031866464339907617,-0.004230885463886416,0.013165952235150352,-0.007143942848457394,-0.00030390518158330133,-0.01629297458893885,-0.0014925373134326166,0.0087323095453175,0.0022634676324128572,1
2016-02-22,0.015001546551190575,0.014454197343192787,0.00842170929507165,-0.030101346241113106,0.0031866464339907617,-0.004230885463886416,0.013165952235150352,-0.007143942848457394,-0.00030390518158330133,-0.01629297458893885,-0.0014925373134326166,0.0087323095453175,1
2016-02-23,0.01295139417949143,-0.012454371626831185,0.015001546551190575,0.00842170929507165,-0.030101346241113106,0.0031866464339907617,-0.004230885463886416,0.013165952235150352,-0.007143942848457394,-0.00030390518158330133,-0.01629297458893885,-0.0014925373134326166,1
2016-02-24,0.00962695547533084,0.00443978665736949,0.01295139417949143,0.015001546551190575,0.00842170929507165,-0.030101346241113106,0.0031866464339907617,-0.004230885463886416,0.013165952235150352,-0.007143942848457394,-0.00030390518158330133,-0.01629297458893885,1
2016-02-25,0.013706793802145371,0.011348275180813881,0.00962695547533084,0.01295139417949143,0.015001546551190575,0.00842170929507165,-0.030101346241113106,0.0031866464339907617,-0.004230885463886416,0.013165952235150352,-0.007143942848457394,-0.00030390518158330133,1
2016-02-26,-0.02248677248677243,-0.0018701143063153721,0.013706793802145371,0.00962695547533084,0.01295139417949143,0.015001546551190575,0.00842170929507165,-0.030101346241113106,0.0031866464339907617,-0.004230885463886416,0.013165952235150352,-0.007143942848457394,1
2016-02-29,-0.002556006615546712,-0.008120976670040306,-0.02248677248677243,0.013706793802145371,0.00962695547533084,0.01295139417949143,0.015001546551190575,0.00842170929507165,-0.030101346241113106,0.0031866464339907617,-0.004230885463886416,0.013165952235150352,1
2016-03-01,0.001808863430811041,0.023868792264573044,-0.002556006615546712,-0.02248677248677243,0.013706793802145371,0.00962695547533084,0.01295139417949143,0.015001546551190575,0.00842170929507165,-0.030101346241113106,0.0031866464339907617,-0.004230885463886416,1
2016-03-02,-0.0037616611495636487,0.004094308437972685,0.001808863430811041,-0.002556006615546712,-0.02248677248677243,0.013706793802145371,0.00962695547533084,0.01295139417949143,0.015001546551190575,0.00842170929507165,-0.030101346241113106,0.0031866464339907617,1
2016-03-03,-0.0010572421084427894,0.0034987405529653573,-0.0037616611495636487,0.001808863430811041,-0.002556006615546712,-0.02248677248677243,0.013706793802145371,0.00962695547533084,0.01295139417949143,0.015001546551190575,0.00842170929507165,-0.030101346241113106,1
2016-03-04,0.009676443906864141,0.0033058924052666735,-0.0010572421084427894,-0.0037616611495636487,0.001808863430811041,-0.002556006615546712,-0.02248677248677243,0.013706793802145371,0.00962695547533084,0.01295139417949143,0.015001546551190575,0.00842170929507165,1
2016-03-07,0.01662174303683736,0.0008850144294974127,0.009676443906864141,-0.0010572421084427894,-0.0037616611495636487,0.001808863430811041,-0.002556006615546712,-0.02248677248677243,0.013706793802145371,0.00962695547533084,0.01295139417949143,0.015001546551190575,1
2016-03-08,0.0022094564737075773,-0.01124010864818905,0.01662174303683736,0.009676443906864141,-0.0010572421084427894,-0.0037616611495636487,0.001808863430811041,-0.002556006615546712,-0.02248677248677243,0.013706793802145371,0.00962695547533084,0.01295139417949143,1
2016-03-09,-0.00014697236919456981,0.005052393293188397,0.0022094564737075773,0.01662174303683736,0.009676443906864141,-0.0010572421084427894,-0.0037616611495636487,0.001808863430811041,-0.002556006615546712,-0.02248677248677243,0.013706793802145371,0.00962695547533084,1
2016-03-10,-0.0017769880053311233,0.00015580467030042977,-0.00014697236919456981,0.0022094564737075773,0.01662174303683736,0.009676443906864141,-0.0010572421084427894,-0.0037616611495636487,0.001808863430811041,-0.002556006615546712,-0.02248677248677243,0.013706793802145371,1
2016-03-11,-0.0035603026257230723,0.016395500477669567,-0.0017769880053311233,-0.00014697236919456981,0.0022094564737075773,0.01662174303683736,0.009676443906864141,-0.0010572421084427894,-0.0037616611495636487,0.001808863430811041,-0.002556006615546712,-0.02248677248677243,1
2016-03-14,0.0028286437397646667,-0.0012609725467921024,-0.0035603026257230723,-0.0017769880053311233,-0.00014697236919456981,0.0022094564737075773,0.01662174303683736,0.009676443906864141,-0.0010572421084427894,-0.0037616611495636487,0.001808863430811041,-0.002556006615546712,1
2016-03-15,0.010837292161520367,-0.0018369417185468179,0.0028286437397646667,-0.0035603026257230723,-0.0017769880053311233,-0.00014697236919456981,0.0022094564737075773,0.01662174303683736,0.009676443906864141,-0.0010572421084427894,-0.0037616611495636487,0.001808863430811041,1
2016-03-16,-0.0014686444411809933,0.005600351548705102,0.010837292161520367,0.0028286437397646667,-0.0035603026257230723,-0.0017769880053311233,-0.00014697236919456981,0.0022094564737075773,0.01662174303683736,0.009676443906864141,-0.0010572421084427894,-0.0037616611495636487,1
2016-03-17,-0.007942344462420797,0.006595236427847926,-0.0014686444411809933,0.010837292161520367,0.0028286437397646667,-0.0035603026257230723,-0.0017769880053311233,-0.00014697236919456981,0.0022094564737075773,0.01662174303683736,0.009676443906864141,-0.0010572421084427894,1
2016-03-18,-0.007412898443291269,0.004405643539266504,-0.007942344462420797,-0.0014686444411809933,0.010837292161520367,0.0028286437397646667,-0.0035603026257230723,-0.0017769880053311233,-0.00014697236919456981,0.0022094564737075773,0.01662174303683736,0.009676443906864141,1
2016-03-21,0.015235250186706333,0.0009855774954502321,-0.007412898443291269,-0.007942344462420797,-0.0014686444411809933,0.010837292161520367,0.0028286437397646667,-0.0035603026257230723,-0.0017769880053311233,-0.00014697236919456981,0.0022094564737075773,0.01662174303683736,1
2016-03-22,-0.0014712373105779698,-0.0008773878504659462,0.015235250186706333,-0.007412898443291269,-0.007942344462420797,-0.0014686444411809933,0.010837292161520367,0.0028286437397646667,-0.0035603026257230723,-0.0017769880053311233,-0.00014697236919456981,0.0022094564737075773,1
2016-03-23,-0.0060409606600857115,-0.006386031655324604,-0.0014712373105779698,0.015235250186706333,-0.007412898443291269,-0.007942344462420797,-0.0014686444411809933,0.010837292161520367,0.0028286437397646667,-0.0035603026257230723,-0.0017769880053311233,-0.00014697236919456981,1
2016-03-24,0.008004743551734429,-0.00037807052292406954,-0.0060409606600857115,-0.0014712373105779698,0.015235250186706333,-0.007412898443291269,-0.007942344462420797,-0.0014686444411809933,0.010837292161520367,0.0028286437397646667,-0.0035603026257230723,-0.0017769880053311233,1
2016-03-28,0.0017647058823530995,0.0005452557698998719,0.008004743551734429,-0.0060409606600857115,-0.0014712373105779698,0.015235250186706333,-0.007412898443291269,-0.007942344462420797,-0.0014686444411809933,0.010837292161520367,0.0028286437397646667,-0.0035603026257230723,1
2016-03-29,-0.0013211978860835007,0.008816651809226127,0.0017647058823530995,0.008004743551734429,-0.0060409606600857115,-0.0014712373105779698,0.015235250186706333,-0.007412898443291269,-0.007942344462420797,-0.0014686444411809933,0.010837292161520367,0.0028286437397646667,1
2016-03-30,0.011318535940026329,0.004350315062455628,-0.0013211978860835007,0.0017647058823530995,0.008004743551734429,-0.0060409606600857115,-0.0014712373105779698,0.015235250186706333,-0.007412898443291269,-0.007942344462420797,-0.0014686444411809933,0.010837292161520367,1
2016-03-31,-0.004505813953488423,-0.0020397592480187136,0.011318535940026329,-0.0013211978860835007,0.0017647058823530995,0.008004743551734429,-0.0060409606600857115,-0.0014712373105779698,0.015235250186706333,-0.007412898443291269,-0.007942344462420797,-0.0014686444411809933,1
2016-04-01,0.008322382829610269,0.006330915097686664,-0.004505813953488423,0.011318535940026329,-0.0013211978860835007,0.0017647058823530995,0.008004743551734429,-0.0060409606600857115,-0.0014712373105779698,0.015235250186706333,-0.007412898443291269,-0.007942344462420797,1
2016-04-04,0.0005792064871125665,-0.0032083221118300365,0.008322382829610269,-0.004505813953488423,0.011318535940026329,-0.0013211978860835007,0.0017647058823530995,0.008004743551734429,-0.0060409606600857115,-0.0014712373105779698,0.015235250186706333,-0.007412898443291269,1
2016-04-05,-0.006657018813313648,-0.01014449245057428,0.0005792064871125665,0.008322382829610269,-0.004505813953488423,0.011318535940026329,-0.0013211978860835007,0.0017647058823530995,0.008004743551734429,-0.0060409606600857115,-0.0014712373105779698,0.015235250186706333,1
2016-04-06,0.005827505827505781,0.010507619189438844,-0.006657018813313648,0.0005792064871125665,0.008322382829610269,-0.004505813953488423,0.011318535940026329,-0.0013211978860835007,0.0017647058823530995,0.008004743551734429,-0.0060409606600857115,-0.0014712373105779698,1
2016-04-07,-0.01187717265353447,-0.011975786560861146,0.005827505827505781,-0.006657018813313648,0.0005792064871125665,0.008322382829610269,-0.004505813953488423,0.011318535940026329,-0.0013211978860835007,0.0017647058823530995,0.008004743551734429,-0.0060409606600857115,1
2016-04-08,-0.002345353268835972,0.0027865782063149413,-0.01187717265353447,0.005827505827505781,-0.006657018813313648,0.0005792064871125665,0.008322382829610269,-0.004505813953488423,0.011318535940026329,-0.0013211978860835007,0.0017647058823530995,0.008004743551734429,1
2016-04-11,-0.00969732588892155,-0.002739786123146736,-0.002345353268835972,-0.01187717265353447,0.005827505827505781,-0.006657018813313648,0.0005792064871125665,0.008322382829610269,-0.004505813953488423,0.011318535940026329,-0.0013211978860835007,0.0017647058823530995,1
2016-04-12,0.020771513353115566,0.009662134044055809,-0.00969732588892155,-0.002345353268835972,-0.01187717265353447,0.005827505827505781,-0.006657018813313648,0.0005792064871125665,0.008322382829610269,-0.004505813953488423,0.011318535940026329,-0.0013211978860835007,1
2016-04-13,0.005087209302325968,0.010040137017230288,0.020771513353115566,-0.00969732588892155,-0.002345353268835972,-0.01187717265353447,0.005827505827505781,-0.006657018813313648,0.0005792064871125665,0.008322382829610269,-0.004505813953488423,0.011318535940026329,1
2016-04-14,-0.005061460592914338,0.00017292717774910476,0.005087209302325968,0.020771513353115566,-0.00969732588892155,-0.002345353268835972,-0.01187717265353447,0.005827505827505781,-0.006657018813313648,0.0005792064871125665,0.008322382829610269,-0.004505813953488423,1
2016-04-15,0.0037790697674419164,-0.0009842849323767663,-0.005061460592914338,0.005087209302325968,0.020771513353115566,-0.00969732588892155,-0.002345353268835972,-0.01187717265353447,0.005827505827505781,-0.006657018813313648,0.0005792064871125665,0.008322382829610269,1
2016-04-18,0.011584129742253235,0.0065410255683439784,0.0037790697674419164,-0.005061460592914338,0.005087209302325968,0.020771513353115566,-0.00969732588892155,-0.002345353268835972,-0.01187717265353447,0.005827505827505781,-0.006657018813313648,0.0005792064871125665,1
2016-04-19,-0.0012882908674492996,0.0030844851975158397,0.011584129742253235,0.0037790697674419164,-0.005061460592914338,0.005087209302325968,0.020771513353115566,-0.00969732588892155,-0.002345353268835972,-0.01187717265353447,0.005827505827505781,-0.006657018813313648,1
2016-04-20,-0.008026372366346589,0.0007615446318947447,-0.0012882908674492996,0.011584129742253235,0.0037790697674419164,-0.005061460592914338,0.005087209302325968,0.020771513353115566,-0.00969732588892155,-0.002345353268835972,-0.01187717265353447,0.005827505827505781,1
2016-04-21,-0.010692096517844286,-0.00519402706859527,-0.008026372366346589,-0.0012882908674492996,0.011584129742253235,0.0037790697674419164,-0.005061460592914338,0.005087209302325968,0.020771513353115566,-0.00969732588892155,-0.002345353268835972,-0.01187717265353447,1
2016-04-22,0.0036512341171317762,4.7859889148873896e-05,-0.010692096517844286,-0.008026372366346589,-0.0012882908674492996,0.011584129742253235,0.0037790697674419164,-0.005061460592914338,0.005087209302325968,0.020771513353115566,-0.00969732588892155,-0.002345353268835972,1
2016-04-25,0.010913853317811324,-0.001812045849864888,0.0036512341171317762,-0.010692096517844286,-0.008026372366346589,-0.0012882908674492996,0.011584129742253235,0.0037790697674419164,-0.005061460592914338,0.005087209302325968,0.020771513353115566,-0.00969732588892155,1
2016-04-26,-0.0024470994673959374,0.0018727515348587582,0.010913853317811324,0.0036512341171317762,-0.010692096517844286,-0.008026372366346589,-0.0012882908674492996,0.011584129742253235,0.0037790697674419164,-0.005061460592914338,0.005087209302325968,0.020771513353115566,1
2016-04-27,0.0017316017316016759,0.0016493527182762052,-0.0024470994673959374,0.010913853317811324,0.0036512341171317762,-0.010692096517844286,-0.008026372366346589,-0.0012882908674492996,0.011584129742253235,0.0037790697674419164,-0.005061460592914338,0.005087209302325968,1
2016-04-28,-0.007346585998271419,-0.009230768157227636,0.0017316017316016759,-0.0024470994673959374,0.010913853317811324,0.0036512341171317762,-0.010692096517844286,-0.008026372366346589,-0.0012882908674492996,0.011584129742253235,0.0037790697674419164,-0.005061460592914338,1
2016-04-29,-0.029603831084022748,-0.005063088481738572,-0.007346585998271419,0.0017316017316016759,-0.0024470994673959374,0.010913853317811324,0.0036512341171317762,-0.010692096517844286,-0.008026372366346589,-0.0012882908674492996,0.011584129742253235,0.0037790697674419164,1
2016-05-02,0.010767160161507715,0.007809946553678731,-0.029603831084022748,-0.007346585998271419,0.0017316017316016759,-0.0024470994673959374,0.010913853317811324,0.0036512341171317762,-0.010692096517844286,-0.008026372366346589,-0.0012882908674492996,0.011584129742253235,1
2016-05-03,-0.008729101938156592,-0.008676638460102444,0.010767160161507715,-0.029603831084022748,-0.007346585998271419,0.0017316017316016759,-0.0024470994673959374,0.010913853317811324,0.0036512341171317762,-0.010692096517844286,-0.008026372366346589,-0.0012882908674492996,1
2016-05-04,0.0028358208955222785,-0.005936889314753994,-0.008729101938156592,0.010767160161507715,-0.029603831084022748,-0.007346585998271419,0.0017316017316016759,-0.0024470994673959374,0.010913853317811324,0.0036512341171317762,-0.010692096517844286,-0.008026372366346589,1
2016-05-05,0.0002976633427592934,-0.00023900794299546254,0.0028358208955222785,-0.008729101938156592,0.010767160161507715,-0.029603831084022748,-0.007346585998271419,0.0017316017316016759,-0.0024470994673959374,0.010913853317811324,0.0036512341171317762,-0.010692096517844286,1
2016-05-06,0.015473887814313357,0.0031746391945076426,0.0002976633427592934,0.0028358208955222785,-0.008729101938156592,0.010767160161507715,-0.029603831084022748,-0.007346585998271419,0.0017316017316016759,-0.0024470994673959374,0.010913853317811324,0.0036512341171317762,1
